CAR_ID,YEAR,MILEAGE,MANUFACTURER
362,2018,42609,11
363,1956,74865,2
364,1982,4375,4
365,1960,5577,11
366,1982,94584,11
367,1984,69682,14
368,2001,5423,5
369,1988,18335,13
370,1987,71313,13
371,1953,85358,5
372,1978,65687,5
373,1964,20604,1
374,2013,21690,5
375,2017,17517,8
376,2005,64074,3
377,2014,4072,10
378,2019,80781,3
379,2012,80506,3
380,2012,14774,1
381,1960,49470,6
382,1964,8002,12
383,1964,65403,11
384,2019,55505,13
385,1984,58408,14
386,1978,5950,10
387,1987,2710,14
388,1972,59560,9
389,1964,64984,10
390,2009,29157,2
391,2015,19168,8
392,1955,28298,9
393,1956,2391,7
394,2017,18516,1
395,1958,69377,13
396,2017,29734,13
397,1991,44642,3
398,1979,43492,9
399,1957,73598,9
400,2000,97907,9
401,1988,51429,3
402,1955,57944,2
403,1982,3401,8
404,1971,1882,14
405,1972,25393,13
406,1965,55823,9
407,1970,48083,1
408,1978,31392,12
409,2017,64952,2
410,2005,51206,3
411,1984,59101,1
412,2019,73925,3
413,2017,98760,3
414,1971,52862,1
415,1951,85393,2
416,2010,61067,5
417,1996,63217,10
418,1995,94646,8
419,2001,45642,13
420,1976,5650,2
421,1993,22533,7
422,2016,27779,8
423,1962,45412,3
424,2015,65676,4
425,1951,59850,5
426,1998,60759,8
427,2000,23541,3
428,1982,10187,2
429,1950,16990,13
430,2016,47679,6
431,1957,33849,12
432,2019,54953,9
433,1985,27662,9
434,2003,60661,10
435,1986,14797,7
436,2002,39533,14
437,1964,1341,14
438,1963,68179,1
439,1987,9281,8
440,1955,6413,13
441,1997,40814,8
442,2000,39579,6
443,2006,32047,1
444,2011,23761,4
445,1973,43186,14
446,1987,28571,13
447,1997,4212,6
448,1959,39047,11
449,1980,78024,1
450,1980,88639,2
451,1973,10267,1
452,1956,21975,1
453,2009,59563,11
454,2005,85262,13
455,1968,37912,2
456,1974,62086,7
457,1997,74315,11
458,1999,87482,14
459,1985,63640,13
460,1983,72241,13
461,1985,20012,10
462,1952,20704,5
463,1974,40505,14
464,2018,4841,13
465,1950,31050,3
466,1996,7611,10
467,1998,69510,5
468,1980,96023,2
469,1969,56907,8
470,2007,81997,4
471,2007,2671,8
472,1950,22879,9
473,1988,6856,10
474,2003,29572,10
475,1981,91532,7
476,2003,15676,4
477,1971,64456,6
478,1976,94955,8
479,1964,10969,11
480,2006,6894,4
481,1980,85321,14
482,2002,32544,14
483,2011,29542,6
484,1974,86824,13
485,1996,32472,4
486,1984,10821,12
487,2019,25389,2
488,1974,20009,10
489,1967,93432,5
490,1972,79470,12
491,1982,72041,7
492,1961,80424,13
493,1951,5849,9
494,1978,83544,9
495,1992,51103,11
496,2017,9676,1
497,1965,99636,13
498,1990,39410,7
499,1974,88516,7
500,1995,19313,12
501,2017,3790,2
502,1985,50561,12
503,1984,58164,6
504,1978,87967,7
505,1959,10076,11
506,1969,52666,3
507,1980,75801,3
508,1999,3957,12
509,1954,49107,13
510,1974,17417,10
511,1976,73934,12
512,2012,16636,7
513,2010,59925,3
514,1988,97072,5
515,2014,11671,7
516,1973,79156,2
517,2016,27696,13
518,2006,15208,9
519,1956,81654,9
520,1952,80150,13
521,1953,1222,1
522,2005,71595,4
523,1969,69850,9
524,2000,72905,14
525,1992,22755,8
526,1978,45442,11
527,1967,78309,3
528,1955,47098,5
529,1970,89695,10
530,1996,87351,2
531,1997,98861,8
532,2009,97461,9
533,1964,5867,5
534,1987,14665,11
535,1952,64708,12
536,1986,87543,13
537,2008,48815,3
538,1956,65764,2
539,1959,81003,13
540,1960,85940,13
541,2008,67813,5
542,1954,22716,3
543,1995,33918,1
544,1959,54986,9
545,1981,92541,5
546,2010,22262,3
547,2003,80154,14
548,2004,39148,6
549,1999,20321,9
550,1958,15484,3
551,2018,58707,4
552,2002,87538,10
553,1984,90887,10
554,1984,51813,4
555,2018,42145,7
556,2015,95522,13
557,1986,15024,8
558,2013,23050,2
559,2000,52253,12
560,1996,34042,4
561,1969,2043,6
562,1982,35367,7
563,1989,3106,7
564,1990,71152,9
565,2014,15053,10
566,1963,88509,9
567,1972,79674,13
568,1951,8990,10
569,1991,34246,12
570,1997,59553,2
571,2002,1887,8
572,2019,65495,6
573,2014,6308,13
574,1965,52100,3
575,1975,64874,8
576,1955,33943,12
577,1961,64107,3
578,1986,30337,11
579,1994,31323,13
580,2008,4787,1
581,1992,7972,14
582,2015,84768,13
583,2013,18862,11
584,1981,43441,9
585,2003,53242,14
586,1983,80743,14
587,2019,96486,7
588,1983,81558,5
589,1953,93704,5
590,1969,75999,4
591,1989,17755,5
592,2012,78376,1
593,2009,260,13
594,2000,42741,8
595,1968,18488,2
596,1997,32958,4
597,1956,57354,9
598,2014,63279,14
599,2002,65122,9
600,2011,48228,14
601,1969,90800,3
602,2015,18822,2
603,1990,24015,5
604,2019,37773,6
605,1952,62106,11
606,1966,52901,2
607,2010,25407,9
608,2014,73234,12
609,2017,6598,8
610,1974,94357,4
611,1991,44158,10
612,1974,16889,11
613,2017,67688,1
614,1974,74127,12
615,1969,16431,4
616,1991,16128,2
617,1983,3353,1
618,1968,23426,13
619,1964,162,8
620,2005,54718,9
621,1956,57587,8
622,1961,30404,5
623,1994,74315,13
624,2012,49186,6
625,1966,78440,7
626,2000,62871,13
627,1954,72832,1
628,2007,94344,2
629,1971,98897,5
630,1987,39726,2
631,2017,8773,12
632,1969,37350,1
633,2003,88779,3
634,1971,81643,12
635,1976,72011,7
636,2002,24117,7
637,2009,49933,13
638,1991,92440,8
639,2019,31954,1
640,2018,13662,10
641,1978,74306,7
642,1977,93989,8
643,1986,95521,3
644,1973,97299,10
645,1970,26829,14
646,1962,27354,14
647,1954,1139,5
648,1951,1211,1
649,2013,28030,12
650,1954,93974,8
651,1989,5670,8
652,2018,66603,13
653,1997,2934,8
654,2008,3603,4
655,1984,50711,11
656,1956,6003,8
657,1982,30907,12
658,1987,99815,6
659,1962,53712,6
660,1998,77518,3
661,2019,52647,11
662,2009,49420,14
663,1976,27769,13
664,1960,41102,13
665,1987,28811,6
666,1982,19887,4
667,1984,33462,2
668,1952,64359,6
669,1957,59997,11
670,1979,31669,5
671,1960,83727,1
672,2012,68284,8
673,1988,53044,14
674,1964,79743,8
675,2004,2107,5
676,2006,87530,7
677,1952,12586,8
678,2010,97994,6
679,1977,99934,11
680,1992,82722,12
681,2001,82679,5
682,2015,89251,4
683,2019,79255,8
684,1981,43993,8
685,1971,44209,10
686,1968,64080,12
687,1997,45046,10
688,1978,11064,10
689,1987,78099,4
690,2007,29389,14
691,1994,41589,9
692,2006,72202,14
693,2001,46477,1
694,1979,72435,14
695,2011,53531,6
696,1975,51534,3
697,1990,91846,10
698,1956,26050,1
699,1985,17533,3
700,1968,59110,14
701,1962,2349,9
702,1966,76827,11
703,1965,5067,11
704,1999,18765,14
705,1962,59407,6
706,1957,91446,1
707,1982,21343,1
708,1997,47852,5
709,1958,20826,14
710,1966,15075,9
711,1987,4149,8
712,1977,41763,5
713,1981,57493,8
714,1968,17146,13
715,1977,79521,9
716,1995,45840,7
717,2015,34170,2
718,1991,93967,6
719,1979,25542,4
720,1974,15908,4
721,1962,70279,12
722,1962,19578,1
723,1959,25055,2
724,1950,14985,13
725,2006,31624,4
726,1983,67878,11
727,1960,60886,10
728,2008,54829,14
729,1955,57277,11
730,1997,14347,14
731,2001,20262,7
732,1950,98944,7
733,1960,3317,3
734,1967,67119,8
735,1966,71602,10
736,1970,3234,2
737,2004,12967,14
738,1980,57742,2
739,1956,16402,12
740,2011,89962,10
741,2010,15080,13
742,1961,92779,6
743,2014,860,11
744,2009,42896,4
745,1991,36535,4
746,2015,75133,4
747,2015,3793,5
748,2016,30030,7
749,1988,85395,12
750,1956,57069,4
751,1972,42602,14
752,1988,19397,2
753,1973,75863,10
754,2006,2500,12
755,1977,10810,10
756,1963,5583,1
757,1971,18017,13
758,1959,21067,9
759,1974,99383,14
760,1981,52910,9
761,1977,79497,1
762,1963,90814,2
763,2007,71349,1
764,1988,33819,4
765,2019,65689,13
766,1983,86501,3
767,2008,72602,7
768,2004,152,13
769,1964,9911,1
770,2009,68260,9
771,2014,65205,3
772,1961,64821,4
773,2000,35373,8
774,1954,95903,4
775,1971,60908,8
776,1966,91649,14
777,1960,33481,3
778,1988,62326,6
779,1991,49706,10
780,1951,21840,5
781,2016,94714,7
782,1972,88466,4
783,2007,96826,12
784,1972,71451,10
785,2000,51025,10
786,1954,40586,12
787,2012,39564,12
788,2008,67294,1
789,1960,67484,12
790,2010,84747,11
791,1968,38578,9
792,1956,51593,4
793,1979,92913,5
794,1973,80077,5
795,1998,43714,11
796,1992,30480,6
797,1970,99226,3
798,2006,25456,4
799,1995,80656,10
800,2016,96005,11
801,1985,62092,14
802,2009,16481,12
803,1978,20553,4
804,1962,82366,5
805,1975,60249,4
806,2014,99382,12
807,1998,23477,5
808,1969,98776,11
809,1958,82448,7
810,1968,29958,4
811,1995,26176,9
812,2003,34154,9
813,1996,83536,14
814,1979,50604,4
815,1999,31973,14
816,1998,86801,2
817,2018,4152,1
818,2014,92952,2
819,1967,23891,5
820,1998,60447,4
821,1965,91772,1
822,2002,95281,4
823,2007,55476,6
824,2015,42477,11
825,2015,79211,6
826,1952,17021,11
827,1960,19440,3
828,1987,98942,9
829,1997,70654,8
830,1983,12221,3
831,2011,20913,10
832,1962,70995,7
833,2016,95011,6
834,1994,50939,8
835,2005,77839,13
836,1974,12000,10
837,1976,65924,7
838,2006,88667,9
839,1981,35910,2
840,2005,4634,7
841,1966,64024,2
842,1972,76916,8
843,1997,75631,5
844,1952,50981,5
845,1999,92339,6
846,2013,39220,8
847,2001,56344,4
848,1994,78948,4
849,1986,83677,4
850,1981,19509,7
851,1991,54887,4
852,1968,35814,12
853,1992,24501,10
854,2016,42234,1
855,1962,8686,13
856,1969,32306,2
857,1965,4527,4
858,1978,78204,3
859,2001,24101,11
860,2012,40327,11
861,1977,35216,9
862,1958,14570,7
863,2008,36554,4
864,1960,17980,9
865,1997,31635,10
866,1969,92690,5
867,1992,83101,11
868,1976,15813,13
869,1980,82055,2
870,2003,64725,10
871,2009,21711,6
872,1959,45773,14
873,1985,68116,6
874,1999,9436,3
875,2007,93379,8
876,1991,24253,1
877,1984,55598,3
878,1950,70526,13
879,1953,74862,9
880,1952,28897,4
881,1956,40902,2
882,2019,68804,5
883,2002,24602,2
884,2005,87014,5
885,2009,67161,9
886,2009,68535,14
887,2008,76212,2
888,2008,87753,14
889,2015,10527,14
890,2009,78170,9
891,1959,37511,10
892,1989,59113,7
893,1959,61904,7
894,2015,59437,3
895,1981,20287,1
896,2004,32366,7
897,1966,70369,9
898,2002,13075,11
899,1985,43058,9
900,2000,51748,7
901,1971,45156,6
902,2003,30014,4
903,1963,26191,7
904,2019,46813,9
905,2011,13198,2
906,1990,73104,8
907,1953,75374,9
908,2005,53578,10
909,1951,14667,1
910,2006,57954,6
911,1978,37400,8
912,1999,33804,6
913,2002,78596,8
914,1990,85304,1
915,2006,12003,10
916,1987,29827,10
917,2002,94572,8
918,1985,19888,5
919,2005,93455,3
920,1970,92963,5
921,1967,61910,5
922,2010,468,5
923,2012,89423,6
924,1960,33532,3
925,1972,27062,5
926,1978,49062,3
927,1991,1451,4
928,1988,25774,5
929,1966,29916,14
930,1982,79350,11
931,2010,2439,6
932,1971,7491,8
933,1989,23476,9
934,1958,92284,9
935,1971,41241,1
936,2010,54615,13
937,2017,16484,12
938,1960,28134,10
939,2004,622,7
940,1997,94606,8
941,1957,63964,3
942,2009,74751,4
943,1998,92408,7
944,1976,83968,4
945,1982,88863,8
946,1995,57049,10
947,2009,73127,14
948,2016,67384,6
949,1987,86690,13
950,1982,92390,10
951,1974,21310,11
952,1987,85630,3
953,1950,86132,14
954,1987,56239,2
955,1970,61950,7
956,1953,40893,4
957,1969,45874,10
958,1977,66023,11
959,1967,48996,6
960,1974,10552,9
961,1959,13411,11
962,1975,8078,13
963,1995,50346,14
964,1956,52007,11
965,1981,79677,3
966,1961,23415,1
967,1991,6538,5
968,1973,29215,4
969,2007,66949,10
970,2017,42883,5
971,1985,49871,13
972,1973,21277,2
973,2019,52615,13
974,1982,36546,12
975,1957,6636,6
976,1986,70177,5
977,1989,2296,3
978,1968,56423,9
979,1970,11416,8
980,1997,84694,13
981,1970,72538,8
982,1975,5718,4
983,1990,78429,6
984,1989,14969,2
985,2001,25301,9
986,1999,92427,12
987,1997,97170,13
988,2006,62548,4
989,1987,25023,5
990,2012,47141,7
991,1973,75195,5
992,1993,52241,9
993,2008,26694,9
994,1977,57968,6
995,1968,6950,11
996,2002,7880,8
997,2013,18073,5
998,1980,14968,8
999,1969,54276,9
1000,1977,23666,12
1001,1983,27415,11
1002,1952,89884,11
1003,2009,90081,2
1004,1968,36180,10
1005,1967,96289,11
1006,2005,83730,8
1007,1971,64578,6
1008,1977,92603,2
1009,1960,14113,9
1010,1990,94980,1
1011,1985,94461,2
1012,2007,63629,5
1013,2006,38497,3
1014,2013,51666,6
1015,1965,31280,4
1016,1979,74947,13
1017,1960,26019,7
1018,1984,18312,9
1019,2019,64316,3
1020,1969,69292,7
1021,1964,18538,1
1022,1958,13094,3
1023,1978,45473,14
1024,2009,85303,13
1025,1984,69870,6
1026,1955,33346,14
1027,1958,6056,11
1028,1969,25696,9
1029,1953,72862,13
1030,2016,20983,12
1031,1969,71547,9
1032,1996,60774,6
1033,1966,48508,4
1034,1971,43213,8
1035,1999,50280,2
1036,1973,36649,10
1037,2007,95805,4
1038,1957,84764,8
1039,1994,90920,2
1040,2018,57634,1
1041,1971,24253,5
1042,2004,41378,2
1043,1999,22509,12
1044,1966,38718,7
1045,2003,90025,5
1046,1967,10353,1
1047,2012,85170,10
1048,2006,35777,6
1049,1953,53610,9
1050,2019,48499,1
1051,1983,16820,10
1052,1951,73482,2
1053,2007,72509,14
1054,2011,10187,10
1055,1976,92820,10
1056,1999,35161,5
1057,2013,28008,4
1058,1968,61146,13
1059,1969,62196,6
1060,2005,1790,11
1061,1958,41418,3
1062,1953,13029,9
1063,1971,47527,11
1064,1985,17343,7
1065,2005,96406,11
1066,1999,28394,13
1067,2016,31273,8
1068,2002,96309,4
1069,2011,54467,14
1070,2014,18388,1
1071,2014,21558,8
1072,1971,86763,13
1073,1970,24886,5
1074,1993,35105,1
1075,1996,92453,2
1076,2006,3816,9
1077,2004,13253,1
1078,1994,62347,1
1079,1996,35150,3
1080,1970,28275,4
1081,1963,43113,11
1082,2018,48869,1
1083,2016,23249,2
1084,1991,63825,2
1085,1951,26696,3
1086,2005,81893,7
1087,1989,70769,14
1088,1967,68876,10
1089,1990,51835,1
1090,1997,97696,7
1091,2013,21022,14
1092,1969,44053,11
1093,1979,63706,11
1094,1977,50288,9
1095,1996,61251,1
1096,1993,11742,8
1097,2005,9630,14
1098,1969,15590,11
1099,1998,88637,3
1100,2014,76647,12
1101,1972,4102,13
1102,1971,17681,8
1103,1975,74759,8
1104,1974,12742,11
1105,1990,7039,5
1106,1974,53072,10
1107,1997,58740,12
1108,2004,90869,7
1109,1986,50772,8
1110,2013,1684,4
1111,1995,11967,9
1112,1986,31021,6
1113,1955,83637,10
1114,1984,82237,4
1115,2000,95108,14
1116,2016,64757,1
1117,1993,7334,14
1118,1986,98774,2
1119,1977,41944,5
1120,2003,1348,8
1121,1956,40811,14
1122,2005,52425,3
1123,1973,30921,5
1124,2004,38887,13
1125,1989,35543,2
1126,1979,10311,7
1127,1952,88448,9
1128,2011,75506,6
1129,1952,51870,11
1130,2005,23217,11
1131,1993,81456,12
1132,1972,92297,9
1133,2005,71596,6
1134,2004,6355,5
1135,2014,22562,11
1136,1963,35956,6
1137,1987,59728,11
1138,1957,44386,12
1139,1964,33085,3
1140,2002,12245,1
1141,1982,2847,5
1142,2004,57650,12
1143,1972,18699,10
1144,1984,78226,7
1145,1955,5482,7
1146,1963,698,9
1147,2017,723,7
1148,1968,27661,5
1149,2014,12378,4
1150,2008,20095,2
1151,1985,89237,3
1152,1969,48431,5
1153,2002,73051,3
1154,2010,74888,6
1155,1957,10366,4
1156,1974,91935,9
1157,2003,68423,8
1158,1988,83872,6
1159,1993,83733,11
1160,1958,82001,8
1161,1953,90649,14
1162,1980,4249,14
1163,2003,43487,8
1164,1971,92367,12
1165,1973,81297,4
1166,1968,72947,10
1167,1985,59795,14
1168,1983,29596,5
1169,1985,88522,3
1170,1973,68647,12
1171,1951,66067,8
1172,1970,49406,12
1173,1968,94193,9
1174,1968,7171,3
1175,1974,50252,12
1176,1972,86567,2
1177,2017,87340,1
1178,2011,81336,9
1179,1952,27929,4
1180,2018,97015,8
1181,2001,86870,9
1182,1985,91980,6
1183,1997,4361,3
1184,2009,55063,4
1185,2017,77031,7
1186,1963,33078,14
1187,2009,88244,5
1188,1998,97973,11
1189,1993,80238,13
1190,1991,20836,1
1191,1982,36330,13
1192,2011,47376,5
1193,1980,43061,11
1194,1998,56120,7
1195,1952,6282,14
1196,2013,9528,1
1197,1977,83242,2
1198,1972,84338,4
1199,1978,90142,4
1200,1969,87137,2
1201,2001,13874,3
1202,1971,91196,12
1203,1966,55383,11
1204,1968,44331,4
1205,2017,89409,12
1206,1997,64388,2
1207,2000,74233,3
1208,1978,26851,1
1209,1966,93090,13
1210,2001,32026,7
1211,2017,24189,2
1212,1952,62194,9
1213,2019,78798,7
1214,1990,40108,6
1215,1967,5614,14
1216,1993,55286,10
1217,2008,82486,2
1218,1964,93722,3
1219,1993,46943,13
1220,1966,72610,12
1221,1957,67478,6
1222,1971,59853,4
1223,1951,40921,5
1224,2008,60973,10
1225,2008,96772,13
1226,1981,96276,14
1227,1963,45073,4
1228,1965,82170,9
1229,1975,10439,11
1230,2013,23095,11
1231,1993,96055,11
1232,1950,48215,7
1233,1982,3893,10
1234,1953,44753,8
1235,2010,80866,5
1236,1958,18826,1
1237,1961,89707,2
1238,1951,2124,8
1239,1991,34836,11
1240,1967,82764,6
1241,1996,74371,7
1242,1983,44835,9
1243,2005,50200,5
1244,1991,85044,6
1245,1959,31025,3
1246,1965,66022,10
1247,1966,84079,11
1248,1950,85497,14
1249,1965,28852,11
1250,2000,2573,5
1251,2010,33855,11
1252,2003,73403,12
1253,1990,63978,1
1254,1998,99025,13
1255,1954,54401,7
1256,1980,20154,4
1257,1993,28954,2
1258,1973,27692,7
1259,1994,62090,8
1260,2013,85453,6
1261,1967,14334,5
1262,1962,57594,12
1263,1970,41021,10
1264,1952,49259,12
1265,1972,13385,10
1266,1963,40555,2
1267,2001,30008,5
1268,1999,77955,6
1269,1968,18101,2
1270,2003,32181,1
1271,1994,30373,4
1272,1953,10279,12
1273,1973,91721,8
1274,2016,92218,13
1275,1969,55043,5
1276,1983,69497,4
1277,1998,79270,11
1278,2015,28472,7
1279,1994,19838,14
1280,2008,9347,5
1281,2007,69444,2
1282,2006,56461,3
1283,1967,5047,9
1284,2019,627,10
1285,2008,65800,9
1286,1972,69444,7
1287,1978,4521,7
1288,1962,49312,10
1289,1978,37792,6
1290,1976,6532,4
1291,1980,27940,1
1292,1974,34300,3
1293,1975,117,10
1294,1951,4599,1
1295,1994,89806,4
1296,2013,86874,8
1297,1997,68353,9
1298,1959,66274,4
1299,1960,3137,4
1300,2011,34514,13
1301,1960,11527,11
1302,2010,38318,6
1303,1956,14890,5
1304,1975,60801,14
1305,1953,89894,8
1306,1965,38625,1
1307,2011,63043,7
1308,1970,12702,13
1309,1987,52906,5
1310,1995,39780,12
1311,1994,841,3
1312,1958,81277,10
1313,1984,87964,12
1314,2013,29706,7
1315,1968,63055,13
1316,1985,98835,1
1317,2012,48259,10
1318,2018,9657,3
1319,2001,99674,8
1320,1966,68535,5
1321,2016,64567,9
1322,1951,59482,6
1323,1980,43906,3
1324,1954,70494,3
1325,2016,37964,2
1326,1995,11906,6
1327,2001,88293,5
1328,1998,29331,8
1329,2002,41054,5
1330,1953,67745,14
1331,2017,84066,3
1332,2017,76369,8
1333,1959,74857,1
1334,1985,35815,13
1335,1999,83454,9
1336,2006,13587,14
1337,2009,7919,2
1338,1992,21620,2
1339,1969,71547,14
1340,1950,54044,9
1341,1952,44313,3
1342,1979,95584,3
1343,1995,14554,5
1344,1956,1237,5
1345,1958,93209,12
1346,1997,61589,2
1347,1972,63134,2
1348,1985,2689,6
1349,1957,43941,10
1350,1950,2236,8
1351,1984,28724,6
1352,1989,83395,9
1353,2012,35949,7
1354,1961,59147,11
1355,1990,22891,11
1356,1971,86551,9
1357,1964,34938,5
1358,1993,6612,14
1359,1952,22577,11
1360,2008,50473,3
